km,year,powerPS,avgPrice
125000,2012,220,23643.33
150000,2012,220,20621.63
40000,2012,240,25783.77
50000,2012,240,28584.63
60000,2012,240,28578.00
70000,2012,240,32723.03
80000,2012,240,35683.74
90000,2012,240,35268.58
100000,2012,240,34166.42
125000,2012,240,28273.44
150000,2012,240,25622.51
50000,2012,260,28574.06
60000,2012,260,29164.75
70000,2012,260,32476.15
125000,2012,260,30957.83
150000,2012,260,27539.18
40000,2012,300,28927.31
50000,2012,300,32364.46
60000,2012,300,27743.67
80000,2012,300,33197.71
50000,2012,320,36463.45
5000,2013,60,8059.77
10000,2013,60,7414.65
20000,2013,60,8204.93
30000,2013,60,8271.11
40000,2013,60,7966.38
50000,2013,60,7670.79
60000,2013,60,7046.22
70000,2013,60,6432.77
10000,2013,80,10459.27
20000,2013,80,9545.75
30000,2013,80,9721.88
40000,2013,80,9266.12
50000,2013,80,8942.00
60000,2013,80,8351.65
70000,2013,80,9082.41
80000,2013,80,7621.08
10000,2013,100,14353.36
20000,2013,100,13194.01
30000,2013,100,13253.92
40000,2013,100,13339.35
50000,2013,100,13109.53
60000,2013,100,12394.07
70000,2013,100,12016.06
80000,2013,100,12668.38
90000,2013,100,12885.47
100000,2013,100,11025.25
125000,2013,100,10493.35
150000,2013,100,9130.20
20000,2013,120,16861.13
30000,2013,120,16795.48
40000,2013,120,16505.00
50000,2013,120,16096.14
60000,2013,120,15971.30
70000,2013,120,15233.75
80000,2013,120,14073.14
90000,2013,120,13587.13
125000,2013,120,12903.00
150000,2013,120,10951.50
10000,2013,140,15429.08
20000,2013,140,19223.54
30000,2013,140,18797.68
40000,2013,140,16981.83
50000,2013,140,18700.13
60000,2013,140,18771.23
70000,2013,140,19712.14
80000,2013,140,18450.49
90000,2013,140,18534.53
100000,2013,140,16784.25
125000,2013,140,17058.56
150000,2013,140,13850.23
20000,2013,160,19607.02
30000,2013,160,22086.29
40000,2013,160,21600.98
50000,2013,160,20330.97
60000,2013,160,20254.22
70000,2013,160,19084.38
80000,2013,160,18131.19
90000,2013,160,20035.33
100000,2013,160,18662.44
125000,2013,160,14769.35
150000,2013,160,13995.44
20000,2013,180,25689.96
30000,2013,180,27217.29
40000,2013,180,25420.28
50000,2013,180,25369.35
60000,2013,180,21505.83
70000,2013,180,26083.25
80000,2013,180,24408.07
90000,2013,180,25961.00
100000,2013,180,24056.53
125000,2013,180,24863.53
150000,2013,180,20171.38
30000,2013,200,27384.39
40000,2013,200,26048.47
50000,2013,200,25412.08
60000,2013,200,25252.48
70000,2013,200,27701.30
20000,2013,220,28857.95
30000,2013,220,27469.57
40000,2013,220,26557.23
50000,2013,220,27581.45
60000,2013,220,26507.29
30000,2013,240,31341.00
40000,2013,240,31955.97
50000,2013,240,33778.79
60000,2013,240,34902.92
70000,2013,240,38929.50
30000,2013,260,35128.56
40000,2013,260,28537.07
50000,2013,260,34526.54
60000,2013,260,33941.46
70000,2013,260,38426.21
30000,2013,300,32561.55
50000,2013,320,38970.27
5000,2014,60,7844.76
10000,2014,60,9025.68
20000,2014,60,8955.43
30000,2014,60,8944.27
40000,2014,60,7831.85
5000,2014,80,10321.84
10000,2014,80,11393.65
20000,2014,80,10881.25
30000,2014,80,10843.60
40000,2014,80,10090.51
50000,2014,80,9812.31
5000,2014,100,13432.44
10000,2014,100,15190.15
20000,2014,100,14572.49
30000,2014,100,13703.91
40000,2014,100,14723.54
50000,2014,100,13942.58
60000,2014,100,14082.44
5000,2014,120,17314.38
10000,2014,120,19147.07
20000,2014,120,18982.68
30000,2014,120,18273.99
40000,2014,120,17892.96
50000,2014,120,18738.08
10000,2014,140,23330.44
20000,2014,140,22343.53
30000,2014,140,22410.37
40000,2014,140,21189.41
50000,2014,140,21980.62
60000,2014,140,18872.43
70000,2014,140,18188.38
10000,2014,160,23759.79
20000,2014,160,23848.71
30000,2014,160,22826.15
40000,2014,160,23412.16
50000,2014,160,21978.92
60000,2014,160,20099.22
70000,2014,160,19860.00
10000,2014,180,28694.68
20000,2014,180,25578.21
30000,2014,180,28678.62
40000,2014,180,28582.40
50000,2014,180,25764.42
60000,2014,180,27122.14
70000,2014,180,26712.12
80000,2014,180,23570.00
20000,2014,200,29277.30
30000,2014,200,32018.17
40000,2014,200,32277.80
50000,2014,200,29006.21
20000,2014,220,31246.38
30000,2014,220,28995.53
40000,2014,220,29273.44
20000,2014,240,32944.68
30000,2014,240,34558.70
40000,2014,240,35749.08
50000,2014,240,34497.79
20000,2014,260,47628.00
30000,2014,260,45560.43
40000,2014,260,40903.45
20000,2014,280,31566.45
30000,2014,280,29112.71
40000,2014,280,36310.00
20000,2014,300,37185.62
30000,2014,300,36273.69
40000,2014,300,32232.50
5000,2015,60,9859.96
10000,2015,60,9637.13
20000,2015,60,9624.76
5000,2015,80,10760.81
10000,2015,80,12824.18
20000,2015,80,12011.85
30000,2015,80,9658.81
5000,2015,100,15838.58
10000,2015,100,15540.12
20000,2015,100,15213.71
30000,2015,100,14593.41
5000,2015,120,21278.66
10000,2015,120,19579.03
20000,2015,120,19139.93
30000,2015,120,19371.93
5000,2015,140,21414.52
10000,2015,140,25698.03
20000,2015,140,22359.07
30000,2015,140,23502.54
40000,2015,140,18999.00
5000,2015,160,27730.80
10000,2015,160,27941.18
20000,2015,160,27011.07
30000,2015,160,27175.50
5000,2015,180,29326.53
10000,2015,180,32786.67
20000,2015,180,31114.16
30000,2015,180,31294.21
40000,2015,180,24705.73
5000,2015,200,40876.52
10000,2015,200,37932.23
20000,2015,200,36795.23
30000,2015,200,36016.78
10000,2015,220,35995.93
20000,2015,220,33723.00
10000,2015,240,35414.13
20000,2015,240,37671.98
5000,2015,260,45277.18
10000,2015,260,54156.28
20000,2015,260,49492.38
10000,2015,300,38542.69
20000,2015,300,39683.32
